,Review Text,Label,Bert,LR
2092,"I was really excited for this dress to come and hoped it would work well for a couple of holiday parties that i will be going to this season. i wasn't sure what i thought when trying it on, but i am thinking it will go back since i still am not super excited about it. for me the waistline was a bit high, and it had a bit of a frumpy feel. i love the floral pattern but overall it just wasn't amazing.",1,0,1
2093,"You just can't go wrong with a perfect white top. i'm usually xs or s and got this top in xs & the fit is perfect. the bottom is a very subtle bubble hem that you can't really see in the picture. the top is boxy but not too overwhelming since the proportions are just right. thesis a great transitional top that will go with skinny jeans, pencil skirts or even a pair of utility pants. it can easily be dressed up or down.",1,1,1
2094,"I thought this was more like an oversized sweatshirt. not at all! i'm either a m or l and i bought a large and that was too small and too tight. it is more fitted. if you are looking for something more comfy, don't buy. however, if you want more of a fitted blouse feel, then go for it.",0,0,0
2095,I had to order on line -- so popular that my store had sold out! i ordered the cranberry colored jacket and love the color. fortunately the salesperson talked me into a small as it runs fairly big (i'm usually a true medium). i can't wait for the weather to cool off so i can wear it!,1,1,1
2096,"I have a different perspective than the other reviewers. the fabric is thin - and silky -perfect for summer! it is a pleasant change from other items in my summer closet. i bought the small, which i typically wear. it can easily be dressed up with heels and down with flat sandals. finally, it has pockets!!!!",1,1,1
2097,I am so excited about this swimsuit. i have never felt so good in a bathing suit. it's sexy without being too revealing. the fit is perfect. i absolutely love it!,1,1,1
2098,"Cute and comfy. if you don't throw a leg out like the model above, it mostly reads as a skirt because the legs are so full. but it's really comfortable, and pairs well with a surprising number of tops",1,1,1
2099,"I have been looking at this sweater online since it first came out and i finally ordered it when it was 40% off. i ordered a size m petite, sadly when it arrived and i tried it on, it was very boxy, stiff like, and did not flow like it looked on the model online so i sent it back.",0,0,0
2100,"I bought this sweater in dark grey in the store. i really loved it at first - it's very soft and cozy and fits really well. i especially like that it's long enough to cover my tummy and butt when i wear skinny jeans or leggings. however, the other reviews that mention it gets fuzz all over the place are accurate. i doubt i would have bought this if i had read them first. it even has dark grey fuzz in the inside of the sleeves. however, my biggest disappointment is that after just one wearing, th",1,0,1
2101,"I wanted to love this dress, as the length, cut, and color are exactly what i've been looking for. but i was terribly disappointed in how thin and see through the material is.",0,0,0
2102,"Here's what i liked:
great shape through body, cool empire waist. and good length
loved the color, more rust than red.
material was somewhat light which liked since i often get overheated in turtlenecks.

here's what i disliked:
the sleeves!! the reason they only show the model with her arms against her body is because the sleeves are ridiculous. they are just too big and too flowy. they will always be in the way of everything and there is no way to roll or push up.",1,0,1
2103,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5"", 125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",1,1,1
2104,"I am sorry to say this blouse is way below all retailer standards. this top should have been placed on sale a long time ago! poor quality in cut, fabric, design. this is a top one would grab at a local box store for 19.99. the colors are not as vibrant. the shoulders ill fitted. and the fabric and threads are very cheap. i was expecting so much more.sorry retailer.....my favorite store to shop!",0,0,0
2105,"Very cute dress, but fabric is very flimsy and seams were very puckered which couldn't be pressed out.",0,0,0
2106,"Deletta has done it again, designed a top that is unique, flattering, and comfortable. the blue is an intense peacock blue. the only draw back about this top (and with other deletta tops) is that they leave some of the fabric with raw unfinished edges. for this top it is located at the hole the twist creates. it's hidden but i worry about it fraying after a few washes. not sure why they couldn't continue the zigzagging at that opening. perhaps it wasn't cost effective to sew five more inches of",1,0,1
2107,"Great green color combo, runs a bit large but, hangs nicely! really spruces up a t-shirt and jeans. wish i purchased the black and white as well!",1,1,1
2108,So much extra fabric. not something i would recommend buying online.,0,0,0
2109,"I ordered this in white and it's quite sheer. as others have noted, it is really full and it hits at mid-hip which doesn't work on my figure. if it had been a few inches longer and more of a tunic, or less voluminous, it could have worked but nope.",0,0,0
2110,"Cute and very soft, but the elastic wasn't sewn in right. i took them out of the wash and the waistband was a twisted mess. disappointing for more expensive loungewear.",0,0,0
2111,This shirt runs gigantic and it's not even cute. i.'m done buying retailer online.,0,0,0
2112,"This dress had an odd fit. very loose on top with pointy darts, very tight on bottom. fabric was stiff so it didn't move well with me",0,0,0
2113,"This runs small, i got the size 3 which fits like a medium, not a large. its a bit of an aline shaped knit in a beautiful saturated navy. i loved the elbow length sleeves. i have a large 34g bust and although this fit, it came to the top of my waist and i'm short-waisted. it's a great basic for someone less busty or who likes a shorter length.",1,1,1
2114,"Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return, sadly.",0,0,0
2115,"It's pretty, floaty, feminine; the photos don't do justice to the prettiness. but the photos also don't show an asymmetrical hem. i understood it runs small so i got two sizes, to be safe, and even my larger size was strangely short-waisted, and i'm short-waisted to start with. maybe i could've lived with that, but both the dresses i received have an uneven hem unlike any i've ever worn or seen before. it's not longer on just the sides; the hem is longer in one spot on the front, and one in the",0,0,0
2116,"I second that above review who states ""worst blouse i've ever ordered""",0,0,0
2117,"The cups on this suit are  ridiculous.  unless you are going to a nudist beach i do not recommend.  the construction of the suit itself was also vey poor. seams were messed up, a big pull right on the front-- i brought it back. sad because the design was adorable- just poor execution.",0,0,0
2118,I am very happy with this shirt. i don't like skin tight clothes. i bought this top a bit loose but it does not look like i am wearing a sack. it is tunic length on me so i have worn it with jeans and boots. i love the way it flows while i walk. very flattering on. would definitely recommend!,1,1,1
2119,"The materical is wonderful and light and the color is gorgeous, but the large was absolute gigantic. i'm returning it and sizing down possible to a small, which is unreal, since i wear a size ten normally! i am petite, height-wise, but more than length, there was just so much room width-wise. it swallowed me! the dress itself is lovely, though, so i'm definitely exchanging for a more reasonable size. but definitely size down!",1,0,1
2120,This really is a pretty top. i do wish it was a little thicker but it's not as see-through as other tees i've seen.,1,0,1
2121,"On a positive note the dress was very well made, great quality as usual from retailer. however. this dress looked like a sack, i believe it may have been the combination of the drab color and the sack like shape. very plain and unflattering. for reference i am 5 5 140lbs 34c ...so i do have a shape it just did nothing for me. it had to go back.",0,0,0
2122,"When i saw this item online, i ordered it right away. loved the color and the oversized, comfy look to it. the pros: very soft,the color a deep cranberry as pictured. the cons; the low back - in the photo, the model's arms cover it up. when i put it on, it looked like an oversized flap that stuck out on the sides and was very visible from the front -- and because the material is unstructured, that made it look worse. i loved it except for this one feature, but because it was so detracting, i had",0,0,0
2123,"I just recently purchased this skirt and i love it!
it's cotton with spandex incorporated, so it's soft and not stiff. it hugs your waist and accentuates your butt nicely. the lace up is unique in design, so it can be dressed up with a sparkle blouse or dressed casual in a t-shirt. i'm 5' 1"" in height so the length is very flattering and it zips up in the back. great color cream and excellent quality.",1,1,1
2124,"I didn't go with the intention of even looking at a dress, but decided to try this on. once i did, i knew that i had to get it. it's so cute. i got the one listed as green motif, which is actually a royal blue bodice. the colors are vibrant and it's so comfortable.",1,1,1
2125,"I have a holding horses dress similar to this one from about a year ago.  i loved the swinging fit without it looking like a maternity dress.   the fit and style of this dress is wonderful, it's the color that killed it for me.   i ordered the ""orange"" because i liked the photo on the model.  when the dress arrived in the mail, i could hardly take it out of the package and try it on.   the color is almost neon orange.   too much for this redhead.  hard to wear that bright neony color.  not sure",0,0,0
2126,"This shirt is beautiful, however i thought that it was made of a softer, lighter material. it is, instead, made of a thick, heavy material that was unflattering for my shape. ( short torso ann's large bust) it made me look boxy and chunky in the middle. sadly, i'll be returning",1,0,0
2127,"Omg when i saw this coat in the baby blue i knew i had to have it. i tried it on and fell madly in love! i decided it was the only thing i needed in this world. it is soft and cozy. comfort with an old fashion hollywood glam. its almost sold out already, so grab it if you can cuz its divine! does run a little big, so i got a 0 instead of a 2 and its perfect.",1,1,1
2128,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,0,0,0
2129,"I love byron lars dresses, and this design is on-point. the ruffle at the neckline is so pretty, and the dress fits like a dream. however -- the fabric!!! i would have loved it if this dress had a heavier feel. this is, sadly, going back today.",0,0,0
2130,"Beware. white is not white. white is more cream, off-white, light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute, but not white. i bought them to wear with the nautical look tops for this summer, but unfortunately, creamy colored shorts don't do much for navy/white tops.also, the button is very difficult to open/close.otherwise they are ok.",0,0,0
2131,"This is a beautiful sweater and a nice medium weight. however, it is an awkward length. i am tall and have a long torso so it's just not cut right for me and was not flattering.",1,1,1
2132,"I agree with the other reviewer about the great colors, but when i took this off the rack to try one, you can see through both layers of fabric. i thought, insulting quality, for the price. i imagine the holes would start after one wearing.",0,0,0
2133,Tried this on in store. was ill-fitting and sheer.,0,0,0
2134,"I was so excited to order this top - it looked like it was made of more sturdy, soft cotton, but sadly after receiving it today i found that to not be true. it's incredibly sheer - you'd have to wear a cami underneath, which defeated the point for me. the pleating in the front hides your bra, but you can see it from all other angles (i tried it on with an unlined nude lace bra, which can easily hide under sheer clothing). i was hoping to be able to wear it on its own without a cami and for it to",0,0,0
2135,"Love the silhouette and coziness of the fabric. for the first few wearings, i was in love. then it began to pill horribly . . . would not recommend. my mother said, ""that's going to pill up."" and i ignored her. and she was right.",0,0,0
2136,I ordered the white solid & the white w/blue stripes versions in size xl. both fit me true to size. the fit matches the model's photos. i got these on sale and they're worth that price. they're great basics to have. the white/blue striped one is my favorite. it such a pretty combo. i love the unique neckline too. fun details for a basic tee.,1,1,1
2137,"It just isn't that flattering on me. it looks kind of old and dingy, even though it's brand new. it fits fine, but doesn't do much to highlight my curves. it just kind of hangs there. the length is somewhat awkward (i bought the petite version). maybe it would look good on someone tall and skinny, like the model. it's gathered around the stomach area and longer in the front, which reminded me of maternity wear. it does appear to be pretty well made; top part is lined. overall it's not terrible,",0,0,0
2138,"Love this dress, very flattering fit and the fabric does not feel heavy but is sturdy - i wore it for first dinner out with my husband after losing most of my baby weight and felt great and confident in it.",1,1,1
2139,"I want to be the person who lounges like the model...but this was huge and more wool-feeling than the lightweight shawl i was hoping for. i am an 8, got the xs/s it was the right size....i returned it.",0,0,0
2140,"Got the coral reef color in a size medium. for reference, i say i am 5' 4"" because its easier than explaining that i am really 5' 3 and 3/4"", 138-140 lbs., 36c bra. size-wise, i am all over the place. recently i lost weight and have been buying smalls and mediums and anywhere from an 8 to a 12 from retailer. i so wanted to love this suit and am still in love with the fabric and colors. everything in the medium fit except for the bra cups. i am not especially big but there was zero cup room.",0,0,1
2141,"This swimsuit is very well made and even prettier in person. i'm 5'8"" and about 145 pounds. i usually wear a size 6. i wear a 34d bra. i found the suit to run a bit small. i returned it because, despite how much i liked the style, it just wasn't flattering on my body type.",1,1,1
2142,"I noticed this top on one of the sales associates, and it looked great. she's probably 230lbs and about 5'5.  tried it on and it looked horrible, i even tried sizing down twice. i'm 5'8"" and the ruffles started right under my chest. i gave 2 stars bc of the material, it is light, and summery.",0,0,0
2143,"I don't know why this piece is so wide around the body. the fabric is very good. just the design is way boxy. i get xsp, still boxy.",1,0,0
2144,"I am 5'2"" 125 pounds and i bought the 4p. the fabric is high quality and does not cling at all but instead drapes and in a very flattering way. add that to the cut of this jumpsuit and you have elongating, very flattering lines. i could not be more pleased and regret not having bought this item earlier, since i would have enjoyed wearing it during the holidays. as other reviewers said, it is adorable and a winner.",1,1,1
2145,"I have these in many different colors, some with stripes. very versatile and i wear them all year around.holds well through the washing. love these tank top.",1,1,1
2146,"Really nice quality warm, sleek sweater. runs small-ish. i'm 5'8"", 140 lbs, 34c. i got the small and could have gotten x-small.",1,1,1
2147,"I love, love, love this absolutely stunning dress. the only problem was that the zipper was very difficult to maneuver, and when it finally went up, the watch it was attached the lining of the dress made a bump in the dress, which was very unflattering on an otherwise very flattering dress. i tried on multiple versions of this dress and had the same design issue with each. i ended up returning it because it bothered me so much.",1,1,0
2148,"Wonderful flattering fit, mostly cotton so very cool and huge color selection. i bought 3 pair. thrilled with pilcro. 
only thing that could make these better would be if made in the usa.  cuffs roll down if you want less sun.",1,1,1
2149,"I really fell in love with this shirt. i am about 5 4 and 110 pounds. i ordered xxs which that was a good size from the chest but this shirt is literally so wide, i was ready to fly. although the model wears this shirt really nicely, i think this shirt is made for a certain type of body. not quite sure what that is.... also this shirt is shorter than what i expected. it looks a lot longer on the model. i had to return this shirt.",0,0,0
2150,"I like the casual look of this top.
like previous review - it doesn't have buttons or zipper, so a little difficult to fit into - pullover your head.",1,1,1
2151,"This dress is lovely . i am 5' 1, athletic and busty (38 d/dd) - but not super slim so not easy to petite items that fit in the chest/arms. i ordered pm which usually works and it was actually too big in the chest. im waiting on the ps but think it will work since the cut is generous. material/item is so lovely and comfortable!! i never have extra chest room, so this was such a great surprise!! hope the ps is great but think it will be unless they went crazy on making it to small.",1,1,1
2152,"Very cute dress, just way too big. i ordered it online, wish i would have gone a size smaller.",1,0,0
2153,This  is more of a cover up than something you would wear out .,0,0,0
2154,"This romper is cute, well-made and true to size, but i haven't figured it out how to put this on without having someone tie the back ties. which pretty much means that going to the bathroom is not an option while you have this romper on. not sure what the designers were thinking here. i'm returning this one.",0,0,0
2155,"Bought this for my 21 year old daughter, and she loves it. the blue color is very pretty and she says she gets lots of compliments and requests to ""touch it"" because the fabric is gorgeous. it's a bit boxy, and a little short to wear as a dress for her 5'9"" height - she says she risks showing her undies when she raises her arms. but she likes is so much she's just keeping her arms down. :-)",1,1,1
2156,"I wanted to love this top, but when i received the picture on the website is a dark charcoal almost black and the ""grey"" that you order is much, much lighter grey. in addition, this shirt is super boxy... thus why the model probably is pinning her elbows to her side to bring the top in. going back disappointed.",0,0,0
2157,"I just ordered this dress in blue on sale and it was such a bargain for the quality and look. it's a very comfortable dress that swings and flatters my body type, which is tall and thin. i think this dress would not work on a more busty woman's frame, but it definitely works for me. i'm 5'9 and 135 pounds and a small is plenty big (i often take a medium). i definitely recommend this dress.",1,1,1
2158,"I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders, therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater",0,0,0
2159,"I bought this very cute t-shirt in sky. wore it once, then washed it according to the washing instuctions (machine washable/dryable). this t-shirt turned into a crop top!!!!! i can't wear it. it's going to goodwill. i would suggest that you air dry this shirt, if you want to take the chance that it won't shrink up several inches.",0,0,0
2160,This top has so many details. i love the material. it adds a little formal to the casual jean. i am waiting to wear this come fall weather with slim jeans and some boots. it gives me that old victorian vibe without being still and formal.,1,1,1
2161,"I ordered the white in 0p (i wanted red, but was sold out and don't have a white one so thought why not). i really liked the fit, flirty, flattering, very nice (love the crossed straps in the back). as someone mentioned, the fabric is a bit heavy for summer, but since i spend a lot of time indoors in a cold environment, no biggie, i probably will have a seater on top of it too. the cut is flattering, chest area not too snug, and i can wear a strapless (more comfortable for me). 115 lbs, 26.5 in",1,1,1
2162,"I am giving this dress 3 stars bc it's pretty and i bought it, but i'm going to need to get it altered big time. i got the 00 and it's too big on top, but this is the type of dress that should be fitted on top. i am a small person, but this fit more like a 4 or 6. print is beautiful though. wayyy prettier than the pic. i suggest getting 2 sizes down. i could see it being extremely gorgeous if it fits correctly!",1,1,1
2163,"So disappointed. i love retailer! this was a huge disappointment. i am 5'3"" and 120 pounds. when i put it on, all i could think was that i looked just like a clown due to the big cowl neck and how large and round the dress made me look. if i wasn't so disappointed, i might have laughed. this had to have been a design mistake. i've truly never seen something so unflattering.",0,0,0
2164,I bought this dress to wear to a funeral. i usually wear a medium but when i tried it on it was way too big so i exchanged it for a small which fit perfectly! the side slits make the dress a bit sexy and the styling is boxy but very comfortable especially with the pockets! the fabric lies beautifully on the body. i would recommend this dress.,1,1,1
2165,"I love this dress as far as the fit goes. it makes my curvy figure loook even better with how it's cut. that being said the different patterns over each boob made the dress look crazy. it makes you look quite lopsided in the chest. wasn't just me, but my store people also agreed. had the pattern on the chest been the same it would be great, but even though my boobs are of ""mostly"" equal size, they looked too crazy. it's quite noticeable on. so sad:(",0,0,0
2166,"I love these pants so much and have worn them so many times in a week! they are comfy and causal, but still chic and presentable. these pants run true to size and are great for so many things- running errands, working out, lounging around, being casual and cool, etc., etc, etc! after buying these on sale, and loving them, i knew i needed more and purchased two more pairs. i definitely recommend these for anyone who wants both comfort and style.",1,1,1
2167,"The black band seemed to cut across the widest part of my hips, emphasizing them. the pants are sheer. the fabric was not comfortable against my skin. overall, the pants were a miss.",0,0,0
2168,"I love the dress enough to go on a diet. i sized up but still have reservations about the integrity of the seams if i should sit at any point during its wear. i hate skin tight clothing, and wear a 0 in everything else - the 2 made me feel as if you could see my cervix. i own other byron lars dresses that fit in a 0 - something happened with this dress.",1,0,1
2169,"I had really high hopes for this shirt after reading the reviews. first off it runs really small. i usually wear a small or medium ( 4 or 6) i couldn't even get the 6 on. i probably could have even done a 10. the fabric was extremely flimsy. i was almost afraid i was going to rip it taking it off. other than the sizing and the fabric, it just wasn't flattering on me.",0,0,0
2170,"I ordered this in the ""plum"" color, which in real life just looks like a very, very dark brown. that would probably be okay, but the dress is actually about 3 inches shorter than the listed measurements. i ordered the regular length, but the shortest part of the hem hits me only about halfway down my thigh...way, way too short. i am 5'5"", for reference. lastly, i think the fabric is just awful quality, especially for this price point. the slight texture makes it want to cling to itself - worn ou",0,0,0
2171,"I wanted to love this dress so much so that i ignored earlier reviews and purchased it in two sizes to see if i could make it work. the fabric is gorgeous, but the fit was very unflattering. it's too large on top and hangs awkwardly in both sizes. i considered tailoring to make it work but with this pattern i felt like that would be a compromise. in the end i returned both sizes ast the fabric couldn't compensate for the very unflattering fit.",0,0,0
2172,The shirt is very big. it would be cute as a maternity shirt.,0,0,0
2173,"This top was different than what i normally wear but based on good reviews i purchased. i really love it. it is different than i thought it would be. i thought it was longer sleeves but it is just above the elbow. definitely need a tank or something underneath as it is see through and the sleeve holes are quite large. 
definitely recommend.",1,1,1
2174,"I wanted to love this dress because the color is so amazing, but the arm holes are huge! i am petite and tried this on and it just sadly didn't work.",1,0,0
2175,"I am petite and ordered size small, and it came looking like gym sweat pants. the material was very nice, but in terms of the waist and length size, both run incredibly large. the cuff of the joggers are also not elastic at all, and hangs loose widely. will have to return this item, unfortunately.",0,0,0
2176,"I took a chance and tried on this jacket today at the store. at first i was worried that it might look boxy on me but as soon as i put it on, it was love at first sight! it's so cute and very comfy! the sleeves are slightly long on me but that's been a recurrent issue regarding all my jackets. i'm only 5'3"" about 124 lbs. and it fit me very well. because it's a bit cropped, it makes me look taller. glad the weather is starting to warm up so i can find more excuses to wear it. i didn't need anoth",1,1,1
2177,Great piece. using as a night gown. slept in it last night. like a dream.,1,0,1
2178,"I love these pants! they really make you look and feel classy. i also bought the feather tank and absolutely love this outfit! it is flattering, beautiful and oh so comfy! true to size,",1,1,1
2179,"I bought this dress because it was cute, swinging and lightweight -- seemingly perfect for this hot nyc summer. after on wash and dry, the dress is already ripped around two buttons. i'll still wear it but i don't think it'll last until next summer. kind of pitiful since it wasn't a cheap-o dress. also it is big but that seemed to be sort of the point.",0,0,0
2180,"It is delicate and soft. the sleeves fit great on my 5'10"", 130lb frame, but the shoulders on the size small were too tight so i am exchanging it for a medium. the lining is unusual -- the front is fully lined but the back is only lined to the shoulder blades which is somewhat noticeable on the model. i would choose to wear a cami underneath for extra coverage.",1,1,1
2181,"Button down shirts usually aren't my thing, but the soft fabric of this top makes it feminine and comfortable while still keeping that classic look. it's also easy to dress up or down, which is great! i am 5'4"" and small-framed, and the size 0 fits just right.",1,1,1
2182,"I loved the cut and the stretch in the material made them comfortable, however i found that the material was unflattering for thicker thighs because it tended to cling to the body. it would have been better with some sort of lining as it would have prevented the flimsy material from highlighting imperfections. bottom of pants are not hemmed, so if you want a clean look, you may not like the edges. these were returned immediately as it just did not work for me.",0,0,0
2183,I loved these and wore them once (i bought the red ones) and the stained my furniture and my shirt so i washed them a few times in hopes of getting out all the extra dye- ruined yet another chair!!! so annoyed. i loved them but they are not worth it.,0,0,0
2184,"These are cool jeans to have in a mound of typical denim jeans i have in my closet and these are like a thorwback of the 60s/70s made with modern, high quality denim. this is my first pair of 7 for all mankind denim, so i can't reference how they fit to their other jeans. however, based on typical pants sizing with other brands at retailer, these pants do run smaller than other brands, especially in the waist area. i ended up buying my size but clearly a diet will be in my near future because they",1,1,1
2185,"I loved this dress the second i saw it in the catalog and had to have it! i had been looking for a plaid dress for awhile but couldn't find anything that i fell in love with till this one. i love the front of the dress and the asymmetrical details. it's just beautiful. my only complaint would be that the back of the dress is pretty blah. after all the awesome going on in front, i was disappointed in the view from behind, but i still love this dress and will be keeping it and wearing it for a lon",1,1,1
2186,This sweater is quite lovely. the yarn is light and delicate and the sweater is over all very feminine and figure flattering. i bought the light red color which is quite attractive and i'm not usually a fan of reds and pinks. this sweater can be worn casually with jeans or more dressed up for the office. anyone that is looking for a sweater that can be worn with almost anything should defiantly consider this one.,1,1,1
2187,"Sits at waist, length is perfect for petite, quality is very good, looks very nice on me, very recommend",1,1,1
2188,"This may be the ugliest dress with the worst fit i have ever tried. the blue stripes are brighter than they appear in the photo, absolutely garish. the top is baggy with awful beads on the back ties, it just looks cheap. the skirt is an antebellum nightmare.  
i did not even want to try it on, it's that bad. i considered adding a photo, but was too horrified.
for reference, i'm 5'10"", approximately the height/ size of the model, but it was shorter than the photo depictes. i wanted to like it,",0,0,0
2189,"The pattern is very adorable. unfortunately the design is flawed. sizing is great at the waist and hip, and the length is spot on, but the top is wide. it's strange because i don't think it would fit someone that was bustier than me either.
will return. i'm considering buying again on sale and having a tailor correct it.",0,0,0
2190,"When i saw this jacket in store, i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",0,0,0
2191,"I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also, it's pretty short, and bulky short isn't flattering on too many people.",0,0,0
2192,"So comfy and stylish. love the color, i purchased the indigo/blue. nice fit, relaxed fit....not fitted. might have to get another color. it's fun to have a tee with a different design detail (neckline). i'm 5'7 145-150 lbs and ordered the medium. a smaill probably would have worked too, since my shoulders are a bit narrow. but mediumd is fine:)",1,1,1
2193,"I love hand knit sweaters. they look expensive. this sweater is pricey and i shied away from the original price. at the reduced price, it is worth it. my sweater is bright blue and pure white so not sure what other reviewer got. however, it is itchy. i admit that i have somewhat sensitive skin so if i cannot wear a silk layer under it, or find a way to make it less itchy on me, i will have to reluctantly return it. i normally wear large but the medium fit fine.",1,1,1
2194,Love the colors and top part but it runs extremely large and there is way too much fabric it is almost like a moo moo. had to return,1,0,0
2195,"These are simply the best of everything i love about charlie trousers. great fit, classic styling with the pop of the unexpected. the fabric is thinner than it appears--perfect for spring and summer. the pattern of the damask is not overwhelming, but it works very well as a neutral if you want to mix patterns (which i do a lot), or if you want to pair it with an ivory blouse and a simple blue sweater or jacket.. roll down the pants for a more professional look during the day, roll them up for ca",1,1,1
2196,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.

finally returned it without it making it out the door :(",0,0,0
2197,"I bought this dress because i saw it in stores when it first came to retailer. it was stunning. the colors were vivid and the beading was intricate. i regretted not purchasing it immediately. 


fast forward to today... the dress i received was not the one that was originally in stores. the fabric was different, there was hardly any beading, and the colors were washed out and dull. 

i read previous reviews saying that the dress was more like the studio pictures than the original promo. but t",0,0,0
2198,"Even though this is an online exclusive, i was able to try on a one off in the store. i have been looking for a cross front dress and the other option currently at retailer (the black and white striped top version) in a similar length) looked awkward. this dress looks great on but i needed the xs. i usually wear a 2. it was cute and i came online to see if the xs was available but it is sold out. the dress would be perfect if it had pockets!",1,0,0
2199,"So glad i gave this a try. looks so much better on than seeing it online!!! i doubt i will ever wear it tied, but it's very cute and comfortable. it will probably be my go-to sweater to throw on over summer clothes when the ac is too cold. it would even be great to throw on over workout clothes! 
fits tts.",1,1,1
2200,"It's a nice drop-waist, embroidered, lightweight dress for summer. my problem was that the armholes were too large for me and i found that to be unflattering. it's a swing style so it's forgiving in the hips and belly.",1,1,1
2201,"I have loved the pilcrow hyphen chinos, and have purchased many pairs. however, the last 3 pairs i've ordered are all a different cut now. they are no longer the chino i loved, although they have the exact same name. they are now ""boy cut"", and are much more narrow through the hips and thighs. nowhere on the description does it say ""boy cut"". it's not until the package arrives in the mail that i'm saddened to find this changed product with the same number. it really should say this int he descri",0,0,0
2202,I tried these on in the store and didn't buy them with the other items in my 'yes' pile. i couldn't stop thinking about them and ended up ordering them. they are so cute. the fabric is a nice weight. they have little stretch.,1,1,1
2203,I was really hoping this dress would work because it looks adorable on the model. i ordered my usual size 0 but when i put it on the cross part in the front was way too high on my neck and was super uncomfortable. i also had a lot of room in the back of the dress so it wasn't as form fitting as i would have liked. i ended up returning this dress.,0,0,0
2204,"This dress is super cute - and fits tts for retailer. i ordered my usual size small and it fit me great everywhere, however the arms are much shorter and hit me either wrong, or the model in the picture is just very,very small. i'm 5'10, 136#, 36aa, slim built and the dress fits, but the arms bunch up -- if i ordered a medium the entire dress would be too baggy (and it is a loose fitting shift). bummer, bc it is super cute! also, the material is loose crochet - my dress arrived with a pull. sad fa",1,1,1
2205,"This dress is so comfortable and so sexy. hugs your curves. probably would not look great on an athletic frame. i bought on sale and was a good price. i usually wear a 2 or 4 in retailer, and the xs fit fine. the small was much too baggy.",1,1,1
2206,Loved this tee but embroidery started to unravel even before being washed. i paid full price for this top and wasn't disappointed but needed to return due to the embroidery problem. this tee is a mustard color.,1,0,0
2207,"I'm another borderline petite at 5'4"", and i loved this. the pants are like palazzos on me, and i think with a heel it will look great. i plan on wearing my hair up and tying the tie in the back in a big bow. in fact, i don't see the button back spoken of in the description, so i think one would have to do so!",1,1,1
2208,"This is cute! i've been so looking forward to it, but it's big!! i'm usually a small in retailer size, medium most of the time otherwise. i ordered the medium, but it's way too big. doesn't fit at all like the pictures. sadly, it's going back, hopefully for a much smaller size. but other than this, it's lovely",1,1,0
2209,"I purchased this swimsuit in the mint. gorgeous color combination. i'm 5'5"" and weigh 117 lbs. i purchased a small. the fit is true to size. i love the front design; however, my husband promptly brought the back of the swimsuit to my attention. the chevron was off center. the design should have been centered with my back; however, it was on the right side of my back. i immediately called retailer assuming the product was defective. the item was sold out on line; however, a supervisor was able to l",0,0,0
2210,"I am 5'2"" and got this in a 6p. i would say it fits tts (the top also has some give), but the waist is just a few inches away from being empire. i think the dress on the model is pulled down to de-emphasize this. even so, it is a very cute dress - plan to wear it with a navy velvet jacket for easter.",1,1,1
2211,Cute top. fits short but roomy. will get a lot of use in my wardrobe.,1,1,1
2212,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",0,0,0
2213,Ooo la la! sooo chic! sooo retailer!!,1,1,0
2214,"Just received these this morning and so happy. cartonnier always makes a substantial quality product. might run a little large,depends how roomy you want them, lovely colors and perfect length. wish they came in other colors.",1,1,1
2215,"Lovely color and sweet top, but the fabric was so itchy i couldn't wear it.",1,1,0
2216,I purchased this sweater in a small . nothing on the web site states it has dolman sleeves! it looked sloppy and made my bust disappear! it went back i hate dolman sleeves.,0,0,0
